ID ,name ,category ,main_category ,currency ,deadline ,goal ,launched ,pledged ,state ,backers ,country ,usd pledged 
1000072011,CMUK. Shoes: Take on Life Feet First.,Fashion,Fashion,USD,30-12-2013 07:06,20000,25-11-2013 07:06,34268,successful,624,US,34268
1000082254,Alice in Wonderland in G Minor,Theater,Theater,USD,15-06-2014 10:09,3500,16-05-2014 10:10,650,failed,12,US,650
1000087442,Mountain brew: A quest for alcohol sustainability,Drinks,Food,NOK,25-02-2015 19:17,500,26-01-2015 19:17,48,failed,3,NO,6.18000816
1000091520,The Book Zoo - A Mini-Comic,Comics,Comics,USD,12/11/2014 17:15,175,23-10-2014 17:15,701.66,successful,66,US,701.66
1000102741,Matt Cavenaugh & Jenny Powers make their 1st album! ,Music,Music,USD,6/1/2011 23:16,10000,7/12/2010 23:16,15827,successful,147,US,15827
1000103948,Superhero Teddy Bear,DIY,Crafts,GBP,5/1/2016 20:09,12000,6/12/2015 20:09,0,failed,0,GB,0
1000104688,Permaculture Skills,Webseries,Film & Video,CAD,14-12-2014 18:02,17757,14-11-2014 18:02,48905,successful,571,CA,43203.25114
1000104953,Rebel Army Origins: The Heroic Story Of Major Gripes,Comics,Comics,GBP,28-01-2016 16:59,100,29-12-2015 16:59,112.38,successful,27,GB,167.7003058
1000115172,Daily Brew Coffee,Food Trucks,Food,GBP,31-03-2015 18:06,3500,1/3/2015 18:06,21,failed,1,GB,32.41526106
1000117861,Ledr workbook: one tough journal!,Product Design,Design,USD,8/10/2016 2:00,1000,7/9/2016 13:14,47266,successful,549,US,11253
1000120151,Feather Cast Furled Fly Fishing Leaders,Product Design,Design,AUD,22-08-2015 03:09,2000,23-07-2015 03:09,2000,successful,18,AU,1473.6189
1000120287,BB130A,Public Art,Art,USD,24-03-2013 00:07,25000,12/2/2013 1:07,1395,failed,30,US,1395
100012079,Chris Eger Band - New Nashville Record!,Music,Music,USD,13-08-2014 08:59,12000,14-07-2014 22:35,13260,successful,92,US,13260
1000129669,Squatch Watchers,Webseries,Film & Video,USD,23-08-2013 21:40,10000,24-07-2013 21:40,1373.37,failed,54,US,1373.37
1000131947,Arrows & Sound Debut Album,Indie Rock,Music,USD,19-05-2012 01:04,4000,19-04-2012 01:04,8641.34,successful,157,US,8641.34
1000132945,Zen in America: a film on Zen Buddhism in North America,Documentary,Film & Video,USD,21-10-2013 23:00,10000,21-09-2013 23:00,15663,successful,213,US,15663
1000134913,Galaxy: Winnie and Friends,Illustration,Art,USD,27-01-2016 21:47,3000,23-12-2015 21:47,17,failed,2,US,17
1000146991,Help Scott Reynolds Make a New Record!,Indie Rock,Music,USD,2/9/2012 18:43,15000,3/8/2012 18:43,17499.99,successful,277,US,17499.99
1000160286,"""THE RETURN"" book project",Photography,Photography,USD,13-12-2013 00:34,15000,13-11-2013 00:34,23907,successful,232,US,23907
1000171141,"The Please, Please Me: Studio Premiere",Pop,Music,USD,1/9/2012 23:36,10000,15-07-2012 03:27,12656,successful,181,US,12656
1000182258,WE ARE ONE: STREET MUSIC OF NEW ORLEANS,Documentary,Film & Video,USD,1/10/2013 6:00,2500,27-08-2013 20:17,0,failed,0,US,0
1000183112,Hot Chicken Takes Over.,Restaurants,Food,USD,16-10-2014 05:59,40000,16-09-2014 02:31,63401,successful,855,US,63401
1000184224,Star and the Snowman,Narrative Film,Film & Video,USD,23-02-2013 06:04,8000,24-01-2013 06:04,9401,successful,154,US,9401
1000190427,Seas of Iron,Tabletop Games,Games,USD,19-07-2013 03:16,3000,19-06-2013 03:16,8105,successful,218,US,8105
1000197321,(In)visible Empire Tees,Public Art,Art,USD,2/1/2016 0:00,1200,22-11-2015 22:47,90,failed,4,US,90
1000201265,I'LL SEE YOU IN MY DREAMS - narrative feature film,Narrative Film,Film & Video,USD,5/2/2014 0:57,60000,11/1/2014 0:57,61365.16,successful,632,US,61365.16
1000202062,SkateFrames-Photo frame made from recycled skateboard wood,Art,Art,USD,8/5/2015 2:53,7500,8/4/2015 2:53,3,failed,3,US,3
1000212914,A Teacher's Travels in China,Photography,Photography,USD,13-05-2012 23:34,4000,18-04-2012 23:34,4866.17,successful,71,US,4866.17
1000216800,Mothers Into Living Fit Yoga DVD for Moms and Babies,Family,Film & Video,USD,19-06-2014 17:18,11000,20-05-2014 17:18,11055,successful,51,US,11055
1000217634,Mobile barbecue & catering trailer,Food Trucks,Food,USD,23-10-2014 20:29,13750,24-09-2014 03:35,1,failed,1,US,1
1000226576,Following the Call - A Novel,Fiction,Publishing,USD,1/2/2016 8:06,13500,2/1/2016 8:06,0,failed,0,US,0
1000227361,UNDERWATER,Film & Video,Film & Video,USD,26-03-2012 06:00,9500,13-02-2012 19:00,9660,successful,121,US,9660
1000230071,The Fanalyzers: Views from the Stands,Webseries,Film & Video,USD,18-10-2013 20:20,60000,18-09-2013 20:20,635,failed,5,US,635
1000232288,Empires at Sea,Tabletop Games,Games,USD,23-06-2015 12:47,25000,24-05-2015 12:47,37199,successful,448,US,37199
1000233415,Teachers In The Sky,Documentary,Film & Video,USD,18-06-2016 07:00,250000,19-04-2016 23:53,65,failed,2,US,65
1000234595,Fashion removeable decoration jewel accessory hells shoes,Accessories,Fashion,EUR,13-10-2016 11:59,12000,13-09-2016 11:59,137,failed,2,IT,0
1000235465,TO RUSSIA WITH LOVE AND SIMON,Art,Art,USD,22-06-2016 18:10,5000,23-05-2016 18:10,587,failed,8,US,587
1000235643,HIIT Bottle™,Drinks,Food,USD,27-04-2015 19:33,15000,13-03-2015 18:33,124998,successful,2784,US,124998
1000243793,"""JurassicJurassix"" by The Guilt",Rock,Music,USD,9/4/2015 0:10,850,23-02-2015 00:10,485,failed,13,US,485
1000245024,Safer Home,Hardware,Technology,CAD,3/7/2015 5:52,50000,3/6/2015 5:52,0,failed,0,CA,0
1000252415,"Pantochino Productions: ""Cinderella Skeleton, the Musical""",Theater,Theater,USD,8/7/2011 15:08,15000,9/5/2011 15:08,15425,successful,144,US,15425
1000256760,"Raise the Woof, expanding the love (Canceled)",Design,Design,CAD,7/8/2015 21:46,15000,8/7/2015 21:46,700,canceled,6,CA,553.324254
1000257563,"""Flying"" Carpets from Azerbaijan, Iran and Turkey/Anatolia",Weaving,Crafts,GBP,29-04-2015 19:55,5000,30-03-2015 19:55,2,failed,1,GB,2.9752253
1000260691,Gizbee™ Unlimited Removable Storage for Your Travel Photos,Gadgets,Technology,USD,25-03-2016 19:30,87000,29-02-2016 20:30,2030,canceled,15,US,2030
1000261018,Diposta - liberating people from their postal mailbox.,Web,Technology,USD,23-08-2016 13:18,100000,24-07-2016 13:18,141,failed,3,US,100
1000268182,My Future Just Passed - Debut CD - Jazz Trio,Jazz,Music,USD,3/12/2014 21:11,4000,3/11/2014 21:11,4795,successful,95,US,4795
1000278154,"Loot and Recruit - A quirky, combative, deck building game",Tabletop Games,Games,USD,10/4/2015 5:59,13000,10/3/2015 13:19,2453,canceled,65,US,2453
1000282287,Babe Ruth's Family Kitchen - Gourmet Hot Dogs and Condiments,Food,Food,USD,13-10-2015 00:59,25000,8/9/2015 0:59,0,canceled,0,US,0
1000291122,VOTE (anyone but) TRUMP Candle,Product Design,Design,GBP,24-08-2016 05:59,500,12/7/2016 17:31,218,failed,6,GB,174.8267591
1000291263,"""It's Complicated"" by Ariana Salome",Ready-to-wear,Fashion,USD,9/6/2016 22:52,68000,10/5/2016 22:52,0,failed,0,US,0
1000294559,Secular Solstice 2014,Festivals,Theater,USD,27-10-2014 00:50,7500,2/10/2014 1:50,8157.01,successful,164,US,8157.01
1000320473,Uncommon Rhythm - Season One,Film & Video,Film & Video,USD,13-09-2013 08:55,29700,15-08-2013 11:16,10410,failed,76,US,10410
1000328150,Legacy of Svarog | a Unique 3D Action RPG and Adventure Game,Video Games,Games,USD,30-10-2015 05:33,50000,31-08-2015 06:33,1410,failed,38,US,1410
1000328328,ANVIL Beard,Fashion,Fashion,GBP,6/2/2015 13:00,2000,15-12-2014 19:13,61,failed,9,GB,95.87396169
1000331311,AWE - Antediluvian Wars: Extermination Tactical Card Game,Tabletop Games,Games,USD,31-08-2014 00:00,13000,1/8/2014 0:02,1811,failed,34,US,1811
1000332383,Road to the Shire,Documentary,Film & Video,USD,14-02-2012 21:00,4000,11/1/2012 20:13,4045,successful,29,US,4045
1000333671,Spiral Electric Skylab Recording,Rock,Music,USD,26-02-2015 18:54,500,4/2/2015 18:54,1540,successful,31,US,1540
1000334074,The Locals Only Shirt,Fashion,Fashion,USD,18-05-2012 07:59,500,1/5/2012 7:11,754.82,successful,36,US,754.82
1000335422,"""Where is Home?"" Anthology",Anthologies,Comics,CAD,10/7/2014 0:09,4000,10/6/2014 0:09,4944.5,successful,153,CA,4523.365612
1000338818,"Diet! No thanks, I'd rather lose weight",Publishing,Publishing,EUR,30-10-2016 17:13,10000,31-08-2016 18:13,88,failed,9,DE,22.3488658
1000339877,The Onrust Project and Two Row Treaty of 1613,Theater,Theater,USD,16-06-2013 00:58,5000,17-04-2013 00:58,110,failed,2,US,110
1000340977,My Coffee Box,Drinks,Food,USD,16-06-2014 22:43,3000,17-05-2014 22:43,1027,failed,18,US,1027
1000344383,¿Tu Sabes? (You Know?) a music collaboration by Daya & Edu,Music,Music,USD,13-12-2012 00:12,4500,30-10-2012 08:53,409,failed,10,US,409
1000348776,P/O/V Comic and Literary Anthology,Comics,Comics,USD,6/3/2012 18:25,4289,21-01-2012 18:25,474,failed,14,US,474
1000354338,"""Little Shop of Horrors"" at the Browncoat Theatre!",Theater,Theater,USD,14-08-2012 20:05,2000,30-06-2012 20:05,2075,successful,40,US,2075
10003650,Glyscian Debut Album Recording (Canceled),Rock,Music,USD,26-05-2012 04:25,15000,27-03-2012 04:25,151,canceled,4,US,151
1000374001,The Dark Waters Project,Indie Rock,Music,USD,7/4/2013 5:55,10000,20-02-2013 01:48,10414,successful,113,US,10414
1000386601,Los Angeles International Student Film Festival,Film & Video,Film & Video,USD,3/4/2014 17:24,1500,4/3/2014 17:24,1932.99,successful,29,US,1932.99
1000389241,Bob Contemplates Ending It All,Shorts,Film & Video,USD,27-01-2014 02:00,3000,18-12-2013 20:54,3755,successful,52,US,3755
1000392220,The Girls Bathroom,Webseries,Film & Video,USD,31-07-2011 06:00,2000,6/7/2011 16:35,2252.99,successful,45,US,2252.99
100039820,Best Spray Bottle Ever - SureShot,Gadgets,Technology,CAD,7/3/2015 16:57,25000,5/2/2015 16:57,3,failed,3,CA,2.41110072
1000399155,New Lasagna,Restaurants,Food,USD,17-10-2014 11:13,5000,18-08-2014 11:13,0,failed,0,US,0
1000405957,Just Another Reality Show: Season 3,Webseries,Film & Video,USD,11/5/2014 23:04,500,10/4/2014 23:04,756,successful,8,US,756
1000413719,Backroads EP Processing Costs,Electronic Music,Music,USD,26-10-2012 23:00,200,11/10/2012 23:32,274.05,successful,14,US,274.05
1000415969,Disaster Area: A Podcast,Radio & Podcasts,Publishing,USD,28-12-2016 17:58,1000,28-11-2016 17:58,125,live,3,US,0
1000422671,Titanium EDC Bottle Opener,Product Design,Design,USD,20-11-2016 16:23,500,21-10-2016 16:23,156,failed,4,US,1
1000427280,Fishtacular - The Ultimate Fishing Tool (Canceled),Apps,Technology,CAD,25-05-2015 20:04,50000,23-04-2015 20:04,11336,canceled,19,CA,9240.736853
1000428719,"""Eat Like A Gilmore"" Cookbook",Cookbooks,Food,USD,17-04-2016 04:00,20000,14-03-2016 12:39,47273,successful,1261,US,47273
100044420,PATTY AT THE PARTY - a mumblecore horror feature,Webseries,Film & Video,USD,4/7/2010 21:12,5000,29-04-2010 07:14,50,failed,3,US,50
1000445513,Bold Threadz,Fashion,Fashion,USD,20-09-2012 21:59,5400,2/8/2012 4:47,5858,successful,131,US,5858
1000450327,Happy Fix USA,Apparel,Fashion,USD,1/10/2014 17:06,1750,17-08-2014 17:06,1805,successful,25,US,1805
1000454605,Be part of the next SMB Project album,Indie Rock,Music,USD,24-03-2012 02:00,1000,12/2/2012 17:33,1455,successful,41,US,1455
1000465399,DAYTRADER - A Financial Board Game,Tabletop Games,Games,USD,13-03-2013 15:16,19500,5/2/2013 16:16,20269,successful,491,US,20269
1000476123,Mama's Meatballs,Food,Food,USD,7/8/2014 18:52,100,8/7/2014 18:52,0,failed,0,US,0
1000479996,"Ebony Child:Music Artist drops New Album, Comic Book, & Film",Pop,Music,USD,21-05-2016 01:46,10000,21-04-2016 01:46,10,failed,1,US,10
1000481607,Alpha Omega E.P.,Metal,Music,USD,30-09-2016 22:34,1000,5/9/2016 22:34,472,failed,13,US,0
1000491830,The Legendary YD 2016 Tour,Hip-Hop,Music,USD,18-05-2016 19:48,6325,19-03-2016 21:51,10,failed,2,US,10
1000499845,MEMORY LANE  ,Documentary,Film & Video,USD,8/11/2010 22:48,20000,9/10/2010 22:48,270,failed,4,US,270
1000509854,"Jane Brown... a story of courage, survival and love",Periodicals,Publishing,USD,31-12-2011 00:01,25000,31-10-2011 23:01,0,failed,0,US,0
1000514796,CASE:Lynk - Your EMERGENCY iPhone Charge & Sync Cord,Product Design,Design,USD,11/10/2012 6:59,125000,6/9/2012 6:59,3012,failed,67,US,3012
100051531,Cat - Pre-Professional Ballerina,Dance,Dance,USD,6/10/2014 13:24,3400,7/8/2014 13:24,0,failed,0,US,0
1000519001,Wordwright: re·de·fin·ing word play,Tabletop Games,Games,USD,29-12-2015 02:00,2000,21-11-2015 14:12,14794,successful,624,US,14794
1000521061,SERiNO'S PiZZA ROLLiNG PiZZA LAB (Food Truck),Food Trucks,Food,USD,30-09-2014 23:39,20000,1/9/2014 23:39,0,failed,0,US,0
1000521421,A photobook of life in Japan,Photography,Photography,USD,14-03-2013 02:11,3200,12/2/2013 3:11,568,failed,11,US,568
1000524949,Operation: Make Stuff,Video Games,Games,USD,18-10-2012 04:46,200,18-09-2012 04:46,306.72,successful,36,US,306.72
1000535116,Xi3: Help us Usher in the Post-PC Era,Technology,Technology,USD,28-10-2012 08:33,250000,28-09-2012 09:33,90771,failed,120,US,90771
1000537760,help our wood shop buy a lathe & hopefully a laser engraver,Public Art,Art,USD,13-11-2014 21:50,650,24-10-2014 21:50,0,failed,0,US,0
1000542390,Spirits Asunder,Film & Video,Film & Video,GBP,31-03-2015 05:52,500,1/3/2015 5:52,5,failed,1,GB,7.71822905
1000543883,Store Facades - Paintings out of Pittsburgh,Painting,Art,USD,30-03-2013 02:02,800,28-02-2013 03:02,1062.57,successful,20,US,1062.57
1000545028,Trackside - Independent documentary featuring Marshals,Documentary,Film & Video,GBP,2/3/2014 22:00,5000,24-01-2014 12:49,5037,successful,47,GB,8345.981293
1000549881,"Brandi Emma promotes her new, 5-song EP because of YOU!  Pre-Order Right Here :)",Indie Rock,Music,USD,12/7/2010 8:59,10000,12/6/2010 1:44,4006,failed,44,US,4006
1000551777,Gantish - Online Reward Chart Creator for Parents,Software,Technology,EUR,16-09-2015 15:37,4000,17-08-2015 15:37,282,failed,12,IE,313.3002629
1000553538,URBNPOP / CHRIS HAMER SKETCHBOOK,Art Books,Publishing,USD,18-07-2012 16:58,1400,18-06-2012 16:58,2535,successful,49,US,2535
1000558429,Sellegg start up classified site,Web,Technology,USD,20-03-2016 19:26,15000,2/3/2016 2:13,25,failed,1,US,25
1000566862,Farmer Brown's Analogy Farm Game for ages three and above,Games,Games,USD,30-10-2013 02:32,25000,27-09-2013 03:32,65,failed,3,US,65
1000567557,The Seven Rays,World Music,Music,USD,9/4/2012 2:52,3000,24-02-2012 02:52,260,failed,8,US,260
100057323,David LaRocca: Star Spawn,Illustration,Art,USD,22-10-2015 04:30,650,21-09-2015 14:44,2354.5,successful,53,US,2354.5
1000577059,Calendars for Cats,Photobooks,Photography,USD,29-12-2015 14:56,1000,29-11-2015 14:56,95,failed,3,US,95
10005784,DOGMA - Short Film,Drama,Film & Video,GBP,20-03-2015 01:00,750,6/3/2015 15:13,756,successful,15,GB,1153.311037
1000581546,Project U-Neek,Art,Art,GBP,8/5/2013 1:06,1500,8/4/2013 1:06,1515.5,successful,19,GB,2320.2691
1000581804,Architecture & Design Website,Architecture,Design,GBP,28-09-2014 19:47,500,29-08-2014 19:47,0,failed,0,GB,0
1000586849,#NotMyPresident Protest Tees,Apparel,Fashion,USD,22-12-2016 04:46,2500,22-11-2016 04:46,25,live,1,US,30
1000590709,Musical Light Suit,Hardware,Technology,USD,28-06-2011 09:09,6000,19-05-2011 09:09,20,failed,2,US,20
1000600012,YA science-fiction/comedy book series: Zeek Kim'lo,Young Adult,Publishing,GBP,16-06-2016 01:05,10000,17-05-2016 01:05,1,failed,1,GB,1.4360512
1000600526,Rising Star - Unsigned Artist Compilation Album,Hip-Hop,Music,GBP,22-02-2013 22:32,600,8/1/2013 22:32,0,failed,0,GB,0
1000602156,HYDRA DICE,Games,Games,USD,6/6/2012 7:42,12000,7/5/2012 7:42,3100.66,failed,89,US,3100.66
1000620551,Islamic World - Strategic gaming with Islamic values,Mobile Games,Games,GBP,19-08-2014 12:52,1925,20-07-2014 12:52,293,failed,5,GB,500.633908
1000624031,Hangar 1 Foundation,Flight,Technology,USD,18-10-2014 19:40,8500,3/9/2014 19:40,1355,failed,4,US,1355
1000627718,Adele's Heart is Going to Edinburgh,Theater,Theater,USD,18-06-2012 14:33,7500,14-05-2012 14:33,8315,successful,67,US,8315
1000629643,ODIN: Android 'Smart' Projector to Carry in Your Pocket,Hardware,Technology,USD,8/7/2014 5:59,250000,28-05-2014 13:54,268192,successful,561,US,268192
1000638156,Jenny's Photography - Start own business and travel!!,Fine Art,Photography,GBP,29-08-2014 18:14,500,30-07-2014 18:14,10,failed,1,GB,16.9818498
1000639526,Kaleidoscope Man,Film & Video,Film & Video,GBP,22-12-2012 03:59,60000,15-11-2012 22:46,5487,failed,90,GB,8715.624765
1000644119,Operación Douve,Action,Film & Video,EUR,1/5/2016 19:09,100,2/3/2016 19:09,20,failed,2,ES,21.7678072
1000648117,42 Sketches 2013,Art Books,Publishing,USD,7/4/2013 22:16,1000,18-03-2013 21:16,2883.5,successful,78,US,2883.5
1000648918,"ADVENT SAGA, DIGITAL TACTICAL CARD GAME",Video Games,Games,USD,31-07-2014 16:01,70000,1/7/2014 16:01,15542.11,failed,260,US,15542.11
1000650960,"Crap Amidst Hilarity, vol. 1",Playing Cards,Games,USD,22-03-2016 00:36,7500,22-01-2016 01:36,942.25,failed,55,US,942.25
1000654344,"Packable, Fashionable & Protective; the ULTIMATE sun hat.",Fashion,Fashion,USD,7/6/2014 1:00,36000,1/5/2014 17:36,91003.67,successful,750,US,91003.67
1000656794,VoxCube - 8x8x8 RGB LED chainable cubes,Makerspaces,Technology,AUD,1/4/2016 0:15,129000,2/3/2016 0:15,11601.5,failed,32,AU,8267.41638
1000659557,New world disorder,Punk,Music,USD,5/7/2016 1:46,5000,5/6/2016 18:46,0,failed,0,US,0
1000674477,"""GENERATION FX"" a documentary film.",Documentary,Film & Video,USD,9/12/2012 4:57,100000,10/10/2012 4:57,8085,failed,37,US,8085
1000682368,"Rack and Ruin, Out of Orbit 3",Fiction,Publishing,GBP,17-06-2015 21:52,2500,18-05-2015 21:52,1315,failed,29,GB,2068.065297
1000684975,Help me prepare for an upcoming art show,Painting,Art,USD,24-04-2016 21:25,1200,10/3/2016 21:25,2,failed,2,US,2
1000694855,STREETFIGHTERZ WHEELIE MURICA,Film & Video,Film & Video,USD,20-09-2014 06:59,6500,6/8/2014 21:28,555,undefined,0,"N,""0",
1000697657,The Forever Rechargeable Talking Super Capacitor Flashlight,Hardware,Technology,CAD,23-10-2013 23:36,2000,23-09-2013 23:36,656,failed,18,CA,636.7775928
1000699196,COVENANT,Jazz,Music,USD,7/12/2014 18:02,32000,7/11/2014 18:02,4670,failed,42,US,4670
1000707541,Elephant Gun Media Blitzkrieg,Music,Music,USD,4/11/2011 6:00,777,20-10-2011 23:51,923,successful,36,US,923
1000710630,Our Shared Stories: An Afghan Diary,Anthologies,Publishing,USD,20-08-2016 16:22,7500,6/7/2016 16:22,9500,successful,86,US,880
1000719127,The Gentle Art Of Tutelage,Narrative Film,Film & Video,USD,20-03-2013 18:38,50000,19-01-2013 18:38,2161,failed,26,US,2161
1000725978,"Air Bonsai | Create your ""little star""",Product Design,Design,USD,1/3/2016 12:18,80000,21-01-2016 12:18,843743,successful,3784,US,843743
1000727191,"Canadian Invasion's ""Choose Your Own Adventure"" Album",Pop,Music,USD,20-12-2010 05:59,2000,26-10-2010 01:17,2036,successful,38,US,2036
1000727905,Wrist Covers,Product Design,Design,USD,24-04-2015 19:39,9500,23-02-2015 19:39,0,failed,0,US,0
1000741180,High Stakes: A Short Film,Shorts,Film & Video,USD,3/11/2013 21:55,5000,9/10/2013 21:55,5120,successful,81,US,5120
1000741387,Fomatek: Foam Laptop Desks & Music Stands Elevate your Gear.,Product Design,Design,USD,26-09-2015 22:02,10000,27-08-2015 22:02,805,failed,10,US,805
1000752960,100 Risings,Documentary,Film & Video,GBP,10/7/2014 10:36,500,10/6/2014 10:36,10,failed,1,GB,16.8060166
1000754401,Sky Scrapers Project,Tabletop Games,Games,USD,16-06-2015 21:44,50000,17-05-2015 21:44,1825,failed,32,US,1825
1000758916,Keys to the Moon's First Full Length Album!,Music,Music,USD,1/10/2016 5:59,4000,1/9/2016 15:32,4629,successful,37,US,15
1000767040,Strait Jacket – Tangle Prevention For Headphones,Product Design,Design,USD,23-11-2016 03:35,30000,24-10-2016 03:35,1041,canceled,46,US,549
1000770149,Worrisome Wilf's Beastly Bedtime,Children's Books,Publishing,GBP,12/6/2013 13:59,5500,13-05-2013 13:59,5721,successful,140,GB,8787.829467
1000772297,"Airfoil Click Pen: Aviation Inspired, for gel & rollerball",Product Design,Design,USD,5/10/2014 8:00,5000,9/9/2014 20:17,26407,successful,327,US,26407
1000776914,"VLC for the new Windows 8 User Experience (""Metro"")",Software,Technology,GBP,29-12-2012 13:54,40000,29-11-2012 13:54,47056.86,successful,3080,GB,75365.13526
1000777557,Raise funds for the new JonathanGluck and the Wayward Kind album!,Rock,Music,USD,19-09-2010 05:59,4000,30-07-2010 23:23,30,failed,2,US,30
1000781363,The Spider and the Fly,Children's Books,Publishing,USD,9/7/2014 9:10,19650,9/6/2014 9:10,20313,successful,164,US,20313
1000781512,Knock Down Drag Out,Shorts,Film & Video,USD,10/1/2012 5:59,800,9/12/2011 0:23,850,successful,19,US,850
1000785030,Day of the Dead Tyrion Lannister Calavera Vinyl Stickers,Illustration,Art,USD,17-01-2015 04:12,275,3/1/2015 4:12,642,successful,40,US,642
1000786724,Harold VS The Horde,Video Games,Games,USD,18-01-2015 07:49,14000,19-12-2014 07:49,113,failed,18,US,113
1000788629,Camille Peruto - NEW ALBUM,Pop,Music,USD,6/7/2016 0:02,15000,7/5/2016 0:02,18009,successful,69,US,18009
100078996,APP - CUSTOM SHOES/ Calzado Personalizado - MADAME MARIAN,Apps,Technology,MXN,21-12-2016 06:59,55000,19-11-2016 04:05,1700,live,7,MX,2.450925
1000802137,Tye's Photographic Journey.,People,Photography,USD,12/12/2015 7:06,2500,12/11/2015 7:06,0,failed,0,US,0
1000811882,The Sword of Asumi Visual Novel,Video Games,Games,GBP,10/11/2014 11:30,2500,19-10-2014 20:35,3097,successful,107,GB,4983.778992
1000823935,Wax Stacks LP Record Crates,Design,Design,USD,15-07-2015 17:55,35000,15-06-2015 17:55,39209,successful,120,US,39209
1000827504,The JANIS JOPLIN Project (Canceled),Photography,Photography,USD,21-08-2012 05:09,11000,10/7/2012 2:31,75,canceled,1,US,75
1000834930,Strawberry Fields Café and Patisserie,Food,Food,CAD,23-01-2017 17:14,50000,1/12/2016 21:16,0,live,0,CA,0
1000844246,Tofu: Stylish T-Shirts that are Made by Freedom,Apparel,Fashion,USD,10/8/2015 5:30,3000,22-07-2015 15:31,23079,successful,140,US,23079
1000850525,American Confines vol 1: Cincinnati in 52,Photobooks,Photography,USD,20-07-2016 05:59,17500,20-06-2016 08:10,656,failed,14,US,615
1000853310,Good Company,Shorts,Film & Video,USD,27-02-2012 04:22,500,28-01-2012 04:22,5,failed,1,US,5
1000865260,"Launch ""Romeo and Juliet in Yiddish"" in New York City",Film & Video,Film & Video,USD,10/6/2011 22:17,5000,17-05-2011 22:17,0,failed,0,US,0
1000869383,The Case of the Silent Girl - a dark Sherlock Holmes tale,Comics,Comics,SEK,18-07-2016 20:16,4450,18-06-2016 20:16,8503,successful,47,SE,409.5424954
1000883509,Chasing Blue at The Trans Theatre Festival,Festivals,Theater,USD,1/6/2016 6:59,4000,29-04-2016 19:53,4813,successful,105,US,4813
1000885772,Mooli London | Designer Camera & Tech Bag - The Hampton,Product Design,Design,GBP,10/10/2015 0:59,15000,4/9/2015 16:33,15267,successful,85,GB,23358.14451
100089599,CLOTHING LABEL WITH A 90's STATE OF MIND - MADE IN FRANCE,Apparel,Fashion,EUR,18-12-2016 18:51,3286,18-11-2016 18:51,2866,live,32,FR,427.944796
1000896053,The Ultimate Custom Shark Rig,Product Design,Design,USD,24-04-2015 15:58,8000,25-03-2015 14:58,0,failed,0,US,0
100091944,Climbing 4 Kidz,Film & Video,Film & Video,CAD,8/5/2014 15:37,38875,9/4/2014 22:39,0,failed,0,CA,0
